X_HF1,X_HF2,X_HF3,X_HF4,X_HF5,y_max_HF
2.21584592811816,3.88053113862201,1.24810822923867,2.78727420405829,2.94640963971818,18.433661909362
2.50018839454733,3.3470170726249,2.52641536106884,2.31609129763466,4.45780250892352,14.4537138295274
3.51307560189151,1.89826892978528,3.46084292198289,3.08512894699184,1.37828914608091,16.1014184018129
4.22158248936648,3.28956048957552,2.45519854840749,1.40584295049407,2.09752348953095,17.3274742163835
2.42402264295298,4.04633497549365,1.91383145789883,3.84720418649035,2.74758146204063,14.4522539068607
4.97130555497015,2.52484141677399,2.24880820733698,4.496337657891,4.6868289448689,13.1893590270184
2.64377328181709,2.18517673232953,4.99047650758091,3.67561917175258,3.2708140343796,12.0952834109474
3.56997852206463,1.16530448551118,4.14554989077969,3.46504967587888,4.87833811666271,13.842353649154
3.06450561968412,2.47498011688479,1.16849321041393,1.9204847099486,3.52544429188421,22.1068588300431
2.77904185131397,1.10713900337669,2.73496159741289,3.72433023085763,2.18081958245543,17.9271890113508
1.95151058592615,2.6479587802799,3.05192935450983,3.87467042257206,3.01154233099899,13.7165201547179
2.83367025235074,4.1041120911979,3.26546031591129,1.22972900942674,4.12256360783667,14.2641737599047
1.85370999718624,4.74253148590441,3.5496029878574,4.27509035132557,3.9629007090556,10.5165808057495
4.7342035712569,3.44543746994297,1.73825828592437,4.68770527406556,4.37895878136468,13.5224653173679
2.06337824096906,2.95217121123879,2.8513282441756,2.84886151459406,2.984257976794,14.666746602815
2.88066767220779,3.97819814577954,2.04040953373011,4.45617611857648,4.36231381229191,12.8908680964966
1.71329027582149,4.72605208449433,4.56877936795988,3.78668772920442,1.35041583757594,11.3716149652758
1.54301729899466,2.28732982225361,4.31161595046428,2.7002596963682,4.58652561865308,13.21165383643
3.86269593091957,1.69329047265811,1.81218149175898,1.36957099320806,1.24880698172186,24.8529339906536
4.48581440280998,3.27966690590759,2.30874858993287,4.15643603733578,1.67178698064603,14.1690135913924
3.44692547558637,1.62694202692404,3.28872420368011,3.66819800015242,3.2407629151814,14.6487381438085
1.49955562044341,1.18736795604673,1.47437103785032,3.59625606561724,4.78395587908446,21.4533436904056
1.39144473360386,3.01756682667906,1.13548529035189,2.93242065711988,4.97903604513945,19.5730644015526
3.02803352538632,2.89368768457583,2.99041994543713,1.13228831875339,1.76019250881929,18.5896342409104
3.99876854044923,3.92422249765231,3.02780417729332,3.11320227020418,2.55186764437783,12.779819516058
2.67992967890048,4.244549084687,4.90585743462065,1.4625280824758,1.77102997193186,13.8193342370897
4.68544445164423,1.45859890579803,3.96352595257714,2.23077219354725,4.8226656206594,14.7260618358074
2.56904416622571,2.35977303307739,2.18183571852806,3.48472950874905,2.7042363056828,16.2913190903956
2.69994704767205,2.20502836186485,2.4764408181306,2.53249332943816,3.28846190329132,16.6508895920576
2.32512714426834,4.40554172253113,1.32402321828034,4.35427074328183,4.70484261173858,15.0949837965041
4.16510004944673,1.77073619475892,2.10965682465735,1.81924401334786,4.75519914335936,18.3852421189769
1.3626988973992,1.25609886023662,4.48007241271475,1.44592258487537,2.34138838486013,19.2297997379721
2.25467284820853,3.66959121028352,3.23410003841584,4.91167354089002,3.50472737570177,11.3362325763746
