X_HF1,X_HF2,X_HF3,X_HF4,X_HF5,y_max_HF
2.40553116160955,1.36912908452109,1.68730058594197,1.6471110099609,2.11713490028481,25.3520391091178
1.63252210217843,2.29923985874886,1.57847877476322,3.5181021617032,4.57713897623054,17.8178508153137
4.22611868490753,3.67339115837779,3.61807455153831,2.99160218693141,4.49261790540711,11.3814082366676
4.58466077961007,2.76702128797963,2.67319617091754,1.83498812992376,3.40822536063619,15.539303229958
4.07062539707455,2.18955280117241,4.49130949837591,3.87391134254968,2.79050458800867,12.268562158488
2.49882236533047,4.22565014952576,4.55250175342399,1.33523129021661,1.70656443253019,14.5380425130052
3.99485593259186,4.06820132742184,2.25057627003184,2.24711311064218,1.81736942060486,15.627643162821
3.45766931772504,4.39892033471086,2.93788394607031,3.8179702461583,4.86862387225432,11.0644789456772
3.58628171489016,2.45192845659972,1.53228174908189,4.68992555809527,1.88764633049693,17.2734106342112
2.65714695877208,4.19972752648996,2.31689492028006,1.79236152915826,4.6336959595069,14.5267985952957
2.80408694710475,3.10064237539481,1.18066078656999,2.40629342215383,1.2452851670946,22.158491204043
3.90432035949925,1.95769725837956,3.80400774153198,2.34574403723987,4.9374521976918,13.875865598638
3.79570918292183,3.85631657628459,2.12045422209378,4.83593334166105,2.37040869144631,13.2023776267389
4.97955094156297,4.35884009653904,1.34197687577018,2.73383926219453,4.43298847769126,15.6363313390128
4.65663166363108,4.95147393411166,4.84868709364516,4.67924102137866,4.72022293995392,8.53176464576261
1.12135611679201,2.56923376202633,3.48651012611533,2.1165584964015,2.00128274220191,16.4685782059018
2.56732349493811,4.47256720290092,3.41232435532627,4.93336577044761,1.54100328076436,11.4568398235942
1.52142948076731,1.5477786122179,2.99257108774883,2.50440967121113,2.34166752600897,18.3991718600035
2.16246603352181,4.74295985990967,1.33371418904291,4.38537188439301,3.28192310525702,15.3622054428332
4.831871842946,4.00992204877807,3.12001410232447,4.17620081226679,2.47405372570087,11.5925298778595
4.84981987567736,3.74226808159587,2.08273537411757,1.13992015185969,3.678884322979,16.7519667283129
3.6905509598711,3.32242528977688,2.76823550021321,2.59273042680774,2.68322580724842,14.3255632919308
3.24807633376455,1.23280915741503,3.959996719421,2.90506716725552,3.93317301432204,15.1592245920492
1.76802281733136,3.14557915936289,4.78066670472301,3.61138625023001,4.81842433318031,10.8269868643703
3.08749760749819,2.83287330121972,2.54344263974736,3.92786814403276,1.30450708046644,15.219373223814
4.33568975651012,3.20607662911969,3.22904447920307,2.83628015228801,1.13627473354375,14.8014452693613
2.71296486995209,2.40051599554033,3.8508293122172,3.31639417185358,2.8185892213963,13.4506249355726
1.69074942251571,1.75710382045534,4.43832955345728,4.08288533419137,2.25652866877201,13.6439594161291
3.04914217485783,2.89428032707507,2.35599186993095,1.56222158815974,4.11169105244421,16.6754544848076
2.31117621925918,1.87253222495475,3.55378214902044,2.77782058328717,3.61775768027901,14.9736534397221
1.40938283198847,1.59940063348459,1.86312536317548,1.6093927851617,3.11857119183352,23.1617989891747
1.28017906121121,3.75478491346513,3.6954972244227,4.25216771743214,3.29607607191535,11.4928085205586
2.25163307951937,3.47835722159126,2.02334163924802,1.89048726235603,2.51266351328364,17.4824614993675
3.94628968704948,1.11490954404503,2.65429568681007,1.25781430982355,1.74007513016304,24.0535625366904
1.23552385861958,3.42139688870993,4.2553258620052,2.43260669880607,2.65773970876086,13.2947089741823
2.81618937253792,2.21724605972435,4.16381208042739,1.22375359027603,2.90867429901981,16.6736875160338
3.66652897354089,1.69153332266745,4.3398057319469,1.45765898961881,3.49593051164864,16.2602818770168
4.69859501983689,4.86862939191317,1.92980750190688,3.49442231799213,3.51921245047783,13.0049369364435
3.4148926929371,1.29885974075467,2.46521551208586,3.42618791188278,4.20179878563931,16.7894380094183
3.30036673327334,3.55647418729994,4.08534452605439,4.33518526014102,1.36516222548986,12.0024930727162
4.39332697525245,4.54646079620159,3.34504631942236,4.04677823073373,4.28697191595757,10.3529369998913
2.93485711278475,2.62710402894982,4.94744028211196,2.02960757618846,4.35730333870824,12.6850813471386
1.42421664198495,2.72426366279507,3.17255143118204,2.06835045021108,4.00077018422209,15.1767952460555
1.89504480681703,4.84380165597362,4.61113983133399,3.21706518128888,3.13846082771575,10.6208752367369
1.83491941327038,1.42262469283067,2.82270169235902,4.58521449889801,2.08162087276003,16.2630911853658
4.48529554009016,2.01188927709754,1.46814722373558,3.19758721155238,1.41770489611162,20.3716222389733
2.03705212764197,4.62864297363075,1.11574829271563,3.73563301263477,1.62859252795537,18.3932726013292
3.20165204869954,3.95748995085462,4.68861190366999,4.45664754007867,3.7730854330825,9.81615292449805
4.15102170585421,3.00592179069424,4.00907326729849,3.06572718518035,2.99671788717156,12.2988313502016
1.99112395841723,2.0604246343375,1.73726430470529,4.88867614829086,3.86108564651476,16.55083053215
